rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_of_week,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
1791,2011-03-20,Winter,2011,Mar,7,0,Sunday,No,Clear,9.84,11.365,60.0,15.001299999999999,5,9,14,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1792,2011-03-20,Winter,2011,Mar,8,0,Sunday,No,Clear,11.48,13.635,56.00000000000001,11.0014,7,30,37,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1793,2011-03-20,Winter,2011,Mar,9,0,Sunday,No,Clear,12.299999999999999,15.15,52.0,8.9981,35,43,78,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1794,2011-03-20,Winter,2011,Mar,10,0,Sunday,No,Misty,13.120000000000001,17.424999999999997,45.0,0.0,55,81,136,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1795,2011-03-20,Winter,2011,Mar,11,0,Sunday,No,Clear,13.940000000000001,17.424999999999997,39.0,7.0015,92,111,203,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1796,2011-03-20,Winter,2011,Mar,12,0,Sunday,No,Clear,14.76,18.18,40.0,7.0015,120,108,228,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1797,2011-03-20,Winter,2011,Mar,13,0,Sunday,No,Clear,15.58,19.695,34.0,0.0,88,115,203,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1798,2011-03-20,Winter,2011,Mar,14,0,Sunday,No,Clear,16.400000000000002,20.455000000000002,30.0,0.0,145,134,279,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1799,2011-03-20,Winter,2011,Mar,15,0,Sunday,No,Clear,16.400000000000002,20.455000000000002,32.0,6.0032,172,136,308,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1800,2011-03-20,Winter,2011,Mar,16,0,Sunday,No,Clear,17.22,21.21,32.0,0.0,92,132,224,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1801,2011-03-20,Winter,2011,Mar,17,0,Sunday,No,Clear,16.400000000000002,20.455000000000002,35.0,19.0012,83,143,226,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1802,2011-03-20,Winter,2011,Mar,18,0,Sunday,No,Clear,15.58,19.695,40.0,23.9994,58,98,156,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1803,2011-03-20,Winter,2011,Mar,19,0,Sunday,No,Clear,14.76,16.665,43.0,19.0012,21,58,79,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1804,2011-03-20,Winter,2011,Mar,20,0,Sunday,No,Clear,14.76,16.665,46.0,19.0012,21,46,67,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1805,2011-03-20,Winter,2011,Mar,21,0,Sunday,No,Misty,13.940000000000001,15.909999999999998,53.0,19.0012,10,39,49,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1806,2011-03-20,Winter,2011,Mar,22,0,Sunday,No,Misty,13.940000000000001,15.15,53.0,22.0028,8,30,38,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1807,2011-03-20,Winter,2011,Mar,23,0,Sunday,No,Light_RainSnow,13.940000000000001,15.15,61.0,26.0027,13,11,24,Sunday,79,Winter,2011,Mar,0,Sunday,No,Clear,13.6325,16.287499999999998,47.375,13.917307,1047,1424,2471
1808,2011-03-21,Spring,2011,Mar,0,0,Monday,Yes,Light_RainSnow,13.940000000000001,15.15,66.0,26.0027,2,11,13,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1809,2011-03-21,Spring,2011,Mar,1,0,Monday,Yes,Misty,13.940000000000001,15.15,71.0,26.0027,1,6,7,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1810,2011-03-21,Spring,2011,Mar,2,0,Monday,Yes,Misty,13.940000000000001,15.15,71.0,22.0028,1,5,6,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1811,2011-03-21,Spring,2011,Mar,3,0,Monday,Yes,Misty,13.940000000000001,15.15,71.0,22.0028,0,1,1,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1812,2011-03-21,Spring,2011,Mar,5,0,Monday,Yes,Clear,13.120000000000001,15.15,81.0,19.999499999999998,1,1,2,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1813,2011-03-21,Spring,2011,Mar,6,0,Monday,Yes,Light_RainSnow,13.120000000000001,15.15,76.0,16.997899999999998,2,30,32,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1814,2011-03-21,Spring,2011,Mar,7,0,Monday,Yes,Light_RainSnow,12.299999999999999,13.635,87.0,27.999299999999998,3,15,18,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1815,2011-03-21,Spring,2011,Mar,8,0,Monday,Yes,Misty,12.299999999999999,13.635,87.0,27.999299999999998,3,95,98,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1816,2011-03-21,Spring,2011,Mar,9,0,Monday,Yes,Misty,13.940000000000001,15.15,81.0,22.0028,12,115,127,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1817,2011-03-21,Spring,2011,Mar,10,0,Monday,Yes,Misty,15.58,19.695,76.0,26.0027,17,45,62,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1818,2011-03-21,Spring,2011,Mar,11,0,Monday,Yes,Misty,17.22,21.21,71.0,19.999499999999998,32,47,79,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1819,2011-03-21,Spring,2011,Mar,12,0,Monday,Yes,Misty,18.04,21.97,77.0,16.997899999999998,25,56,81,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1820,2011-03-21,Spring,2011,Mar,13,0,Monday,Yes,Misty,20.5,24.240000000000002,63.0,15.001299999999999,35,77,112,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1821,2011-03-21,Spring,2011,Mar,14,0,Monday,Yes,Misty,22.14,25.759999999999998,64.0,15.001299999999999,36,65,101,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1822,2011-03-21,Spring,2011,Mar,15,0,Monday,Yes,Misty,22.96,26.515,60.0,15.001299999999999,41,66,107,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1823,2011-03-21,Spring,2011,Mar,16,0,Monday,Yes,Misty,22.14,25.759999999999998,64.0,19.0012,29,112,141,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1824,2011-03-21,Spring,2011,Mar,17,0,Monday,Yes,Misty,22.14,25.759999999999998,64.0,16.997899999999998,41,231,272,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1825,2011-03-21,Spring,2011,Mar,18,0,Monday,Yes,Misty,21.32,25.0,72.0,15.001299999999999,44,232,276,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1826,2011-03-21,Spring,2011,Mar,19,0,Monday,Yes,Clear,23.779999999999998,27.275,60.0,27.999299999999998,22,199,221,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1827,2011-03-21,Spring,2011,Mar,20,0,Monday,Yes,Clear,22.96,26.515,64.0,12.998000000000001,16,106,122,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1828,2011-03-21,Spring,2011,Mar,21,0,Monday,Yes,Clear,18.86,22.725,94.0,12.998000000000001,12,79,91,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1829,2011-03-21,Spring,2011,Mar,22,0,Monday,Yes,Clear,18.86,22.725,88.0,15.001299999999999,18,60,78,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1830,2011-03-21,Spring,2011,Mar,23,0,Monday,Yes,Clear,18.86,22.725,88.0,6.0032,8,22,30,Monday,80,Spring,2011,Mar,0,Monday,Yes,Misty,17.647835,20.48675,73.73910000000001,19.348461,401,1676,2077
1831,2011-03-22,Spring,2011,Mar,0,0,Tuesday,Yes,Clear,18.86,22.725,88.0,12.998000000000001,4,7,11,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1832,2011-03-22,Spring,2011,Mar,1,0,Tuesday,Yes,Clear,17.22,21.21,100.0,8.9981,6,13,19,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1833,2011-03-22,Spring,2011,Mar,2,0,Tuesday,Yes,Clear,18.04,21.97,94.0,6.0032,0,1,1,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1834,2011-03-22,Spring,2011,Mar,3,0,Tuesday,Yes,Clear,18.04,21.97,82.0,15.001299999999999,3,2,5,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1835,2011-03-22,Spring,2011,Mar,4,0,Tuesday,Yes,Misty,17.22,21.21,82.0,11.0014,0,1,1,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1836,2011-03-22,Spring,2011,Mar,5,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,87.0,8.9981,1,11,12,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1837,2011-03-22,Spring,2011,Mar,6,0,Tuesday,Yes,Clear,16.400000000000002,20.455000000000002,87.0,16.997899999999998,2,58,60,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1838,2011-03-22,Spring,2011,Mar,7,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,76.0,7.0015,4,132,136,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1839,2011-03-22,Spring,2011,Mar,8,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,24,312,336,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1840,2011-03-22,Spring,2011,Mar,9,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,57.99999999999999,31.0009,19,159,178,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1841,2011-03-22,Spring,2011,Mar,10,0,Tuesday,Yes,Misty,18.04,21.97,54.0,19.999499999999998,29,95,124,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1842,2011-03-22,Spring,2011,Mar,11,0,Tuesday,Yes,Clear,18.04,21.97,51.0,22.0028,22,64,86,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1843,2011-03-22,Spring,2011,Mar,12,0,Tuesday,Yes,Clear,18.86,22.725,47.0,16.997899999999998,35,86,121,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1844,2011-03-22,Spring,2011,Mar,13,0,Tuesday,Yes,Clear,20.5,24.240000000000002,45.0,15.001299999999999,21,85,106,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1845,2011-03-22,Spring,2011,Mar,14,0,Tuesday,Yes,Clear,20.5,24.240000000000002,42.0,22.0028,30,71,101,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1846,2011-03-22,Spring,2011,Mar,15,0,Tuesday,Yes,Clear,20.5,24.240000000000002,42.0,15.001299999999999,55,79,134,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1847,2011-03-22,Spring,2011,Mar,16,0,Tuesday,Yes,Clear,20.5,24.240000000000002,42.0,7.0015,40,125,165,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1848,2011-03-22,Spring,2011,Mar,17,0,Tuesday,Yes,Clear,20.5,24.240000000000002,42.0,7.0015,42,265,307,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1849,2011-03-22,Spring,2011,Mar,18,0,Tuesday,Yes,Clear,19.68,23.485,44.0,6.0032,41,271,312,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1850,2011-03-22,Spring,2011,Mar,19,0,Tuesday,Yes,Misty,18.04,21.97,54.0,16.997899999999998,22,142,164,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1851,2011-03-22,Spring,2011,Mar,20,0,Tuesday,Yes,Misty,18.04,21.97,54.0,23.9994,19,116,135,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1852,2011-03-22,Spring,2011,Mar,21,0,Tuesday,Yes,Misty,17.22,21.21,54.0,19.0012,24,63,87,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1853,2011-03-22,Spring,2011,Mar,22,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,13,57,70,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1854,2011-03-22,Spring,2011,Mar,23,0,Tuesday,Yes,Misty,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,4,28,32,Tuesday,81,Spring,2011,Mar,0,Tuesday,Yes,Clear,18.108347,22.0321,62.4583,15.125250000000001,460,2243,2703
1855,2011-03-23,Spring,2011,Mar,0,0,Wednesday,Yes,Light_RainSnow,14.76,17.424999999999997,71.0,15.001299999999999,3,8,11,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1856,2011-03-23,Spring,2011,Mar,1,0,Wednesday,Yes,Light_RainSnow,13.940000000000001,15.909999999999998,76.0,15.001299999999999,0,7,7,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1857,2011-03-23,Spring,2011,Mar,2,0,Wednesday,Yes,Light_RainSnow,13.940000000000001,15.909999999999998,76.0,15.001299999999999,1,1,2,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1858,2011-03-23,Spring,2011,Mar,3,0,Wednesday,Yes,Misty,13.940000000000001,15.909999999999998,76.0,16.997899999999998,0,3,3,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1859,2011-03-23,Spring,2011,Mar,5,0,Wednesday,Yes,Light_RainSnow,13.120000000000001,15.909999999999998,87.0,12.998000000000001,0,10,10,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1860,2011-03-23,Spring,2011,Mar,6,0,Wednesday,Yes,Misty,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,43,44,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1861,2011-03-23,Spring,2011,Mar,7,0,Wednesday,Yes,Misty,13.120000000000001,15.15,93.0,15.001299999999999,7,111,118,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1862,2011-03-23,Spring,2011,Mar,8,0,Wednesday,Yes,Misty,13.120000000000001,15.909999999999998,87.0,12.998000000000001,14,247,261,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1863,2011-03-23,Spring,2011,Mar,9,0,Wednesday,Yes,Misty,13.120000000000001,15.15,81.0,16.997899999999998,8,174,182,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1864,2011-03-23,Spring,2011,Mar,10,0,Wednesday,Yes,Misty,13.940000000000001,15.909999999999998,81.0,19.0012,15,60,75,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1865,2011-03-23,Spring,2011,Mar,11,0,Wednesday,Yes,Misty,13.940000000000001,16.665,87.0,12.998000000000001,18,53,71,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1866,2011-03-23,Spring,2011,Mar,12,0,Wednesday,Yes,Misty,13.940000000000001,15.909999999999998,87.0,15.001299999999999,14,73,87,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1867,2011-03-23,Spring,2011,Mar,13,0,Wednesday,Yes,Light_RainSnow,13.940000000000001,16.665,87.0,8.9981,14,94,108,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1868,2011-03-23,Spring,2011,Mar,14,0,Wednesday,Yes,Misty,14.76,18.18,87.0,7.0015,13,71,84,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1869,2011-03-23,Spring,2011,Mar,15,0,Wednesday,Yes,Misty,15.58,19.695,82.0,15.001299999999999,11,74,85,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1870,2011-03-23,Spring,2011,Mar,16,0,Wednesday,Yes,Misty,16.400000000000002,20.455000000000002,76.0,15.001299999999999,13,123,136,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1871,2011-03-23,Spring,2011,Mar,17,0,Wednesday,Yes,Misty,16.400000000000002,20.455000000000002,76.0,15.001299999999999,28,245,273,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1872,2011-03-23,Spring,2011,Mar,18,0,Wednesday,Yes,Light_RainSnow,15.58,19.695,82.0,16.997899999999998,20,218,238,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1873,2011-03-23,Spring,2011,Mar,19,0,Wednesday,Yes,Light_RainSnow,15.58,19.695,82.0,16.997899999999998,12,147,159,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1874,2011-03-23,Spring,2011,Mar,20,0,Wednesday,Yes,Light_RainSnow,14.76,15.15,87.0,43.000600000000006,3,72,75,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1875,2011-03-23,Spring,2011,Mar,21,0,Wednesday,Yes,Light_RainSnow,13.120000000000001,14.395,100.0,27.999299999999998,0,22,22,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1876,2011-03-23,Spring,2011,Mar,22,0,Wednesday,Yes,Misty,13.120000000000001,15.909999999999998,93.0,11.0014,6,38,44,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1877,2011-03-23,Spring,2011,Mar,23,0,Wednesday,Yes,Light_RainSnow,13.120000000000001,16.665,90.0,0.0,2,24,26,Wednesday,82,Spring,2011,Mar,0,Wednesday,Yes,Misty,14.225237,16.89695,83.9565,15.695487,203,1918,2121
1878,2011-03-24,Spring,2011,Mar,0,0,Thursday,Yes,Misty,13.120000000000001,15.15,93.0,15.001299999999999,0,11,11,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1879,2011-03-24,Spring,2011,Mar,1,0,Thursday,Yes,Misty,12.299999999999999,14.395,100.0,15.001299999999999,0,3,3,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1880,2011-03-24,Spring,2011,Mar,2,0,Thursday,Yes,Misty,12.299999999999999,14.395,100.0,16.997899999999998,0,6,6,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1881,2011-03-24,Spring,2011,Mar,3,0,Thursday,Yes,Misty,11.48,13.635,100.0,12.998000000000001,1,0,1,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1882,2011-03-24,Spring,2011,Mar,4,0,Thursday,Yes,Misty,11.48,13.635,100.0,12.998000000000001,0,1,1,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1883,2011-03-24,Spring,2011,Mar,5,0,Thursday,Yes,Misty,11.48,13.635,93.0,15.001299999999999,1,8,9,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1884,2011-03-24,Spring,2011,Mar,6,0,Thursday,Yes,Misty,11.48,13.635,93.0,15.001299999999999,0,41,41,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1885,2011-03-24,Spring,2011,Mar,7,0,Thursday,Yes,Light_RainSnow,10.66,12.879999999999999,100.0,15.001299999999999,2,106,108,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1886,2011-03-24,Spring,2011,Mar,8,0,Thursday,Yes,Light_RainSnow,10.66,11.365,100.0,19.999499999999998,4,120,124,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1887,2011-03-24,Spring,2011,Mar,9,0,Thursday,Yes,Misty,10.66,12.879999999999999,93.0,15.001299999999999,3,94,97,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1888,2011-03-24,Spring,2011,Mar,10,0,Thursday,Yes,Misty,10.66,11.365,93.0,22.0028,10,55,65,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1889,2011-03-24,Spring,2011,Mar,11,0,Thursday,Yes,Misty,12.299999999999999,13.635,81.0,19.999499999999998,10,61,71,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1890,2011-03-24,Spring,2011,Mar,12,0,Thursday,Yes,Misty,12.299999999999999,13.635,70.0,22.0028,12,82,94,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1891,2011-03-24,Spring,2011,Mar,13,0,Thursday,Yes,Misty,13.120000000000001,15.15,70.0,15.001299999999999,11,90,101,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1892,2011-03-24,Spring,2011,Mar,14,0,Thursday,Yes,Misty,12.299999999999999,15.15,70.0,8.9981,17,66,83,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1893,2011-03-24,Spring,2011,Mar,15,0,Thursday,Yes,Misty,12.299999999999999,14.395,70.0,16.997899999999998,13,77,90,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1894,2011-03-24,Spring,2011,Mar,16,0,Thursday,Yes,Misty,12.299999999999999,14.395,65.0,15.001299999999999,6,78,84,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
1895,2011-03-24,Spring,2011,Mar,17,0,Thursday,Yes,Misty,12.299999999999999,14.395,70.0,15.001299999999999,12,221,233,Thursday,83,Spring,2011,Mar,0,Thursday,Yes,Misty,11.684999999999999,13.541649999999999,80.58330000000001,16.333729,166,1699,1865
